gp_idx,reward_type,final_position,total_time,points,changed_compound
0,time,6,5642.9506510930305,8,True
0,time,3,5753.752453701305,15,True
0,time,7,5688.492093288946,6,True
0,time,4,5696.963227700894,12,True
0,time,9,5800.628135687416,2,True
0,time,8,5691.402449076145,4,True
0,time,10,5724.372668501107,1,True
0,time,7,5690.82161192034,6,True
0,time,7,5774.481308600062,6,True
0,time,16,5858.904926033672,0,True
0,time,5,5678.340920396106,10,True
0,time,9,5697.665311780595,2,True
0,time,5,5687.77666802972,10,True
0,time,3,5745.732503083056,15,True
0,time,12,5747.2566213940845,0,True
0,time,11,5726.338400354005,0,True
0,time,4,5762.923103068615,12,True
0,time,6,5625.226325073011,8,True
0,time,6,5831.107055970105,8,True
0,time,4,5633.413499470857,12,True
0,time,19,5868.59557293959,0,True
0,time,9,5799.230455900359,2,True
0,time,11,5748.362162471226,0,True
0,time,11,5704.404334767944,0,True
0,time,9,5725.571627334944,2,True
0,time,1,5719.638620971026,25,True
0,time,13,5857.47540358799,0,True
0,time,9,5714.247166903503,2,True
0,time,3,5761.758796298767,15,True
0,time,15,5813.853121538597,0,True
0,time,7,5774.997764267316,6,True
0,time,4,5648.393311039754,12,True
0,time,6,5751.51918886341,8,True
0,time,4,5707.105028912179,12,True
0,time,5,5663.525897093396,10,True
0,time,6,5673.764034475659,8,True
0,time,15,5743.5325717464275,0,True
0,time,4,5663.208844199357,12,True
0,time,9,5708.5818564549945,2,True
0,time,3,5827.566384371287,15,True
0,time,6,5725.901344029151,8,True
0,time,4,5674.361697205219,12,True
0,time,9,5778.016142161799,2,True
0,time,8,5787.861541310067,4,True
0,time,2,5640.563777476199,18,True
0,time,4,5765.604564170362,12,True
0,time,12,5713.694291404592,0,True
0,time,4,5731.650155695686,12,True
0,time,6,5656.109395955336,8,True
0,time,9,5793.360142572032,2,True
0,time,20,5783.981228140291,0,True
0,time,7,5677.8513390110875,6,True
0,time,7,5868.752094999548,6,True
0,time,6,5831.095658709123,8,True
0,time,3,5648.230905362915,15,True
0,time,17,5826.349526220331,0,True
0,time,11,5818.415061821614,0,True
0,time,9,5714.150802784036,2,True
0,time,3,5650.705833536933,15,True
0,time,4,5858.645719034177,12,True
0,time,3,5612.4630380481,15,True
0,time,8,5789.479839400104,4,True
0,time,4,5612.33952944356,12,True
0,time,4,5617.532095094606,12,True
0,time,4,5596.601724315294,12,True
0,time,3,5635.031916980258,15,True
